zipcode,Grade,start_date,end_date,InPerson,Total_students,Capacity
15187,SECONDARY,2021-05-10,2021-05-24,2.275305774887754,373,0.006100015482272798
15187,UNIVERSITY,2021-02-15,2021-03-05,0.031005195620426595,2,0.015502597810213297
15187,UNIVERSITY,2021-03-05,2021-03-12,0.031005195620426595,2,0.015502597810213297
15187,UNIVERSITY,2021-03-12,2021-03-19,0.03312953773763543,2,0.016564768868817716
15187,UNIVERSITY,2021-03-19,2021-03-26,0.03447318795280104,2,0.01723659397640052
15187,UNIVERSITY,2021-03-26,2021-04-09,0.04404604725602243,2,0.022023023628011215
15187,UNIVERSITY,2021-04-09,2021-04-18,0.044431244277165466,2,0.022215622138582733
15187,UNIVERSITY,2021-04-18,2021-04-26,0.04374126173424259,2,0.021870630867121293
15187,UNIVERSITY,2021-05-10,2021-05-24,0.04374126173424259,2,0.021870630867121293
15189,SECONDARY,2021-02-15,2021-03-05,8.266295092119524,710,0.011642669143830315
15189,SECONDARY,2021-03-05,2021-03-12,8.266295092119524,710,0.011642669143830315
15189,SECONDARY,2021-03-12,2021-03-19,8.266295092119524,710,0.011642669143830315
15189,SECONDARY,2021-03-19,2021-03-26,8.266295092119524,710,0.011642669143830315
15189,SECONDARY,2021-03-26,2021-04-09,8.266295092119524,710,0.011642669143830315
15189,SECONDARY,2021-04-09,2021-04-18,8.266295092119524,710,0.011642669143830315
15189,SECONDARY,2021-04-18,2021-04-26,8.266295092119524,710,0.011642669143830315
15189,SECONDARY,2021-05-10,2021-05-24,8.266295092119524,710,0.011642669143830315
15189,UNIVERSITY,2021-02-15,2021-03-05,0.015502597810213297,1,0.015502597810213297
15189,UNIVERSITY,2021-03-05,2021-03-12,0.015502597810213297,1,0.015502597810213297
15189,UNIVERSITY,2021-03-12,2021-03-19,0.016564768868817716,1,0.016564768868817716
15189,UNIVERSITY,2021-03-19,2021-03-26,0.01723659397640052,1,0.01723659397640052
15189,UNIVERSITY,2021-03-26,2021-04-09,0.022023023628011215,1,0.022023023628011215
15189,UNIVERSITY,2021-04-09,2021-04-18,0.022215622138582733,1,0.022215622138582733
15189,UNIVERSITY,2021-04-18,2021-04-26,0.021870630867121293,1,0.021870630867121293
15189,UNIVERSITY,2021-05-10,2021-05-24,0.021870630867121293,1,0.021870630867121293
15204,SECONDARY,2021-02-15,2021-03-05,13.677659080352997,1636,0.008360427310729217
15204,SECONDARY,2021-03-05,2021-03-12,13.677659080352997,1636,0.008360427310729217
15204,SECONDARY,2021-03-12,2021-03-19,13.677659080352997,1636,0.008360427310729217
15204,SECONDARY,2021-03-19,2021-03-26,13.677659080352997,1636,0.008360427310729217
15204,SECONDARY,2021-03-26,2021-04-09,13.677659080352997,1636,0.008360427310729217
15204,SECONDARY,2021-04-09,2021-04-18,13.677659080352997,1636,0.008360427310729217
15204,SECONDARY,2021-04-18,2021-04-26,13.677659080352997,1636,0.008360427310729217
15204,SECONDARY,2021-05-10,2021-05-24,13.677659080352997,1636,0.008360427310729217
15212,SECONDARY,2021-02-15,2021-03-05,3.750239975228364,422,0.008886824585849204
15212,SECONDARY,2021-03-05,2021-03-12,3.750239975228364,422,0.008886824585849204
15212,SECONDARY,2021-03-12,2021-03-19,5.618826443721939,422,0.013314754605976158
15212,SECONDARY,2021-03-19,2021-03-26,4.220653351912062,422,0.010001548227279767
15212,SECONDARY,2021-03-26,2021-04-09,1.855519430252361,422,0.0043969654745316614
15212,SECONDARY,2021-04-09,2021-04-18,1.855519430252361,422,0.0043969654745316614
15212,SECONDARY,2021-04-18,2021-04-26,1.803251277287506,422,0.004273107292150488
15212,SECONDARY,2021-05-10,2021-05-24,1.803251277287506,422,0.004273107292150488
15215,SECONDARY,2021-02-15,2021-03-05,3.311038860504722,289,0.011456881870258553
15215,SECONDARY,2021-03-05,2021-03-12,3.311038860504722,289,0.011456881870258553
15215,SECONDARY,2021-03-12,2021-03-19,3.4542189193373587,289,0.011952314599783248
15215,SECONDARY,2021-03-19,2021-03-26,3.5795014708159156,289,0.012385818238117356
15215,SECONDARY,2021-03-26,2021-04-09,3.5795014708159156,289,0.012385818238117356
15215,SECONDARY,2021-04-09,2021-04-18,3.5795014708159156,289,0.012385818238117356
15215,SECONDARY,2021-04-18,2021-04-26,3.6510915002322335,289,0.012633534602879701
15215,SECONDARY,2021-05-10,2021-05-24,3.6510915002322335,289,0.012633534602879701
15218,SECONDARY,2021-02-15,2021-03-05,2.95513237343242,396,0.007462455488465707
15218,SECONDARY,2021-03-05,2021-03-12,1.34881560613098,396,0.0034061000154822726
15218,SECONDARY,2021-03-12,2021-03-19,1.34881560613098,396,0.0034061000154822726
15218,SECONDARY,2021-03-19,2021-03-26,1.34881560613098,396,0.0034061000154822726
15218,SECONDARY,2021-03-26,2021-04-09,1.34881560613098,396,0.0034061000154822726
15218,SECONDARY,2021-04-09,2021-04-18,1.34881560613098,396,0.0034061000154822726
15218,SECONDARY,2021-04-18,2021-04-26,1.2261960055736183,396,0.0030964545595293393
15218,SECONDARY,2021-05-10,2021-05-24,1.2261960055736183,396,0.0030964545595293393
15223,SECONDARY,2021-02-15,2021-03-05,7.33822573153739,908,0.008081746400371575
15223,SECONDARY,2021-03-05,2021-03-12,7.33822573153739,908,0.008081746400371575
15223,SECONDARY,2021-03-12,2021-03-19,7.33822573153739,908,0.008081746400371575
15223,SECONDARY,2021-03-19,2021-03-26,12.877039789441092,908,0.014181761882644374
15223,SECONDARY,2021-03-26,2021-04-09,12.877039789441092,908,0.014181761882644374
15223,SECONDARY,2021-04-09,2021-04-18,12.877039789441092,908,0.014181761882644374
15223,SECONDARY,2021-04-18,2021-04-26,12.877039789441092,908,0.014181761882644374
15223,SECONDARY,2021-05-10,2021-05-24,12.877039789441092,908,0.014181761882644374
15223,UNIVERSITY,2021-02-15,2021-03-05,2.9920013773711664,193,0.015502597810213297
15223,UNIVERSITY,2021-03-05,2021-03-12,2.9920013773711664,193,0.015502597810213297
15223,UNIVERSITY,2021-03-12,2021-03-19,3.197000391681819,193,0.016564768868817716
15223,UNIVERSITY,2021-03-19,2021-03-26,3.3266626374453003,193,0.01723659397640052
15223,UNIVERSITY,2021-03-26,2021-04-09,4.250443560206164,193,0.02202302362801121
15223,UNIVERSITY,2021-04-09,2021-04-18,4.287615072746467,193,0.022215622138582733
